Date,AAPL,AMD,AMZN,BA,BAC,CAT,COST,CVX,GOOGL,GS,HD,JNJ,JPM,KO,META,MSFT,NFLX,NVDA,PEP,PFE,PG,TSLA,UNH,WMT,XOM
2018-01-03,-0.00017435626424259587,0.05061005909094012,0.012694394527191124,0.003229002192742092,-0.0033500751948718765,0.0015272235950401483,0.011929703729519,0.00726295834426903,0.016917094713376123,-0.009352389812374011,0.005198009791280324,0.00950709661435563,0.001018731754751613,-0.00219825154743781,0.017755615812712854,0.004643239456644113,0.019600687318052364,0.06373865560750118,-0.00262910059990945,0.007382080595485017,-0.0012141659662310749,-0.01028583096269393,0.010435485695474226,0.008685218363325723,0.019450027469114874
2018-01-04,0.004634417008606578,0.0481715177172049,0.0044660253429876385,-0.0038016815204424213,0.013002236047178832,0.013640027889995118,-0.007796334195125505,-0.0031170021204485654,0.003876827855580693,0.013879011918549903,0.00790510800640011,-7.082304707729459e-05,0.014224140770942657,0.013986193772317948,-0.0018427570745506235,0.008762928490303641,0.002824613066678513,0.005257711974702122,0.004913571887493391,0.0021769348826627894,0.00704389267624986,-0.008324530558681901,0.00433098982638002,0.0009045473933755305,0.0013832457815517974
2018-01-05,0.011321156182539649,-0.02000064763127562,0.0160332935792393,0.04020295944483739,0.004626684484448868,0.015681612070379512,-0.007164847735776981,-0.0016406321353441813,0.0131731636660922,-0.0051132514149635905,0.010391275706909266,0.008219149511246093,-0.00644072791075356,-0.0002168093807482831,0.013578460483639004,0.012321819061692283,0.02098151271868229,0.00843832681640461,0.002869233374024186,0.0019007602306395817,0.000657539811509691,0.006210416017176824,0.018889159982908795,0.005909748974623003,-0.000806394877871129
2018-01-08,-0.0037215286855664838,0.03311557740640636,0.014321632906715799,0.004232785479270689,-0.006948040468612625,0.024819112090431902,0.0038807289258426052,0.0049135894192535445,0.0035243879243426488,-0.014625833127139267,-0.0023926277877900108,0.0012695737494913173,0.0014757400082099118,-0.0015205902956155226,0.0076240797174509664,0.0010201153748717563,0.00976215562748103,0.03018090345535614,-0.005747056291667216,-0.01118552170376621,0.005247419362504483,0.060754702381703427,-0.01750900878136723,0.014672743504236196,0.004485320841057138
2018-01-09,-0.00011456015110152015,-0.03817891481462144,0.004664812398839383,0.026346404181382743,0.004967741656786038,0.00240656325100332,-0.011687020471757683,-0.005382982186305695,-0.0012752822426409381,0.008422870792331455,0.005504973102767748,0.01573315687023171,0.0050563922987912555,0.004987643316030722,-0.0021799379034914733,-0.0006799298625606386,-0.013005697367491256,-0.00027050605260393466,0.0007623282761647668,-0.0010981885397932218,-0.0073316742041217835,-0.008118245093933886,0.0049708442242362575,-0.012079255303265092,-0.004255056498106788
2018-01-10,-0.00022953386300474877,0.011774765552674125,0.001300359709972529,0.005730532194126136,0.009207849766511933,-0.00337063647865596,-0.004681167882164297,0.006393645685200992,-0.0023841478822482,0.001534632958754901,-0.006755230131105754,-0.0011804645298559087,0.010943957419811662,-0.003467053020415074,-0.00015988009272724536,-0.004544403143659642,0.01521974468118925,0.0078095138678330395,-0.005093646598280879,0.0016467109249117397,-0.006390212390323153,0.003320893638202626,-0.007465329275198061,-0.007198227753058912,-0.007983797355721255
2018-01-11,0.005664279918884594,0.014938062199612686,0.01766139781681635,0.02424637840282423,0.0035938651020881035,0.01987676004067219,0.021131764078315716,0.02993778985318331,0.001718988190187556,0.003140777614122555,0.014903674279780966,0.0056793559936890265,0.005337211872920479,-0.0006515666587947194,-0.000372661580558338,0.002956162896816271,0.021966636376251254,0.0017866678426687764,-0.005120566009525966,0.002464913391400137,-0.0035438077993699426,0.009364661080734738,0.005293750699647245,0.0035055166075784743,0.009825852983509568
2018-01-12,0.01027341676964962,-0.009933846721083583,0.02209336587396363,0.02435648644970271,0.017138726380069722,0.006480271798167807,0.012906353416165169,0.007739550374320901,0.01658749681020343,0.007419505262905764,0.008898306234134604,0.006677157694085389,0.016375351837034195,0.0023866491187676813,-0.04576710330386539,0.01710982267819463,0.01820007175383621,-0.004921254657121082,0.004268817499816843,-0.0005473312591479699,-0.0060083207296913336,-0.005132257768969449,0.014316313794867088,0.008462279507369315,0.006764040959194821
2018-01-16,-0.0050950139039227585,-0.009193596635097903,-0.0002606211461983206,-0.0031279298546213947,0.001601751828042994,-0.0058301575901378465,-0.0016172582684809051,-0.011972809536315451,4.4358264839913866e-05,0.0055479517022506,-0.0005600549845805889,0.007518350911449887,-0.003556374032172415,0.008200088924167584,-0.005478357787484937,-0.014049157450046748,0.0013551672177926312,-0.012954356954513113,0.004081075130662078,0.0016406177508739848,0.0067844169222386315,0.01135638767539583,0.018460574613239748,-0.0017861579420298127,-0.006303817997982127
2018-01-17,0.016381194637060534,0.022416916781770515,-0.0075850021734760985,0.046206539627065,-0.001922336058616283,-0.004795147682434811,0.003960121074810336,0.0026477835283881816,0.007401433802009297,-0.018785431759199566,0.017721682561212433,0.0008167128936764907,0.0063925805318528935,0.006213213783266759,-0.004438393263943667,0.020057774147926415,-0.018359164455516556,0.020727330821339547,0.011137520920742399,0.015722923553510314,0.010803727120114947,0.02066361394773987,0.023466468275057117,0.019765797200280665,0.011773515809765458
